channel_name	channel_code	alias_name
祁阳综合频道	duer_0_780	祁阳综合频道/祁阳综合/祁阳电视台综合频道/祁阳电视台综合/祁阳综合台
祁阳生活频道	duer_0_781	祁阳生活频道/祁阳生活/祁阳电视台生活频道/祁阳电视台生活/祁阳生活台
祁阳影视频道	duer_0_782	祁阳影视频道/祁阳影视/祁阳电视台影视频道/祁阳电视台影视/祁阳影视台
3D畅享	duer_0_783	3d畅享
优化学习一	duer_0_784	优化学习一
优化学习二	duer_0_785	优化学习二
优化学习三	duer_0_786	优化学习三
彩票频道	duer_0_787	彩票频道/彩票/江苏彩票
欢乐探索	duer_0_788	欢乐探索/nvod欢乐探索
电影传奇	duer_0_789	电影传奇/nvod电影传奇
欢乐剧场	duer_0_790	欢乐剧场/nvod欢乐剧场
欢乐综艺	duer_0_791	欢乐综艺/nvod欢乐综艺
海外片场	duer_0_792	海外片场/nvod海外片场/盐城海外片场
盐城怀旧经典	duer_0_793	盐城怀旧经典/nvod怀旧经典
盐城偶像剧场	duer_0_794	盐城偶像剧场
区县频道4	duer_0_795	区县频道4
平度新闻综合	duer_0_796	平度新闻综合/平度电视台新闻综合频道/平度电视台新闻综合/平度一套/平度一/平度一台
昌平综合频道	duer_0_797	昌平综合频道/昌平综合/昌平综合台
平度旅游美食	duer_0_798	平度旅游美食/平度电视台旅游美食频道/平度电视台旅游美食/平度二套/平度二/平度二台
昌平生活频道	duer_0_799	昌平生活频道/昌平生活/昌平生活台
昌平点歌频道	duer_0_800	昌平点歌频道/昌平点歌/昌平文艺/昌平点歌台
大兴电视台	duer_0_801	大兴电视台/大兴电视
平度农科	duer_0_802	平度农科/平度电视台农科频道/平度电视台农科/平度图文
大兴资讯台	duer_0_803	大兴资讯台/大兴资讯
密云电视台1	duer_0_804	密云电视台1
密云电视台2	duer_0_805	密云电视台2
通州电视台	duer_0_806	通州电视台/通州电视
通州文艺频道	duer_0_807	通州文艺频道/通州文艺/通州电视台文艺频道/通州电视台文艺
门头沟电视台1	duer_0_808	门头沟电视台1
门头沟电视台2	duer_0_809	门头沟电视台2
怀柔电视台1	duer_0_810	怀柔电视台1
怀柔电视台2	duer_0_811	怀柔电视台2
延庆电视台	duer_0_812	延庆电视台/延庆电视
和平区台	duer_0_813	和平区台/和平区
河北区台	duer_0_814	河北区台/河北区
河东区台	duer_0_815	河东区台/河东区
河西区台	duer_0_816	河西区台/河西区
南开区台	duer_0_817	南开区台/南开区
红桥区台	duer_0_818	红桥区台/红桥区
西青新闻综合	duer_0_819	西青新闻综合/西青电视台新闻综合频道/西青电视台新闻综合/西青1/西青一套/西青一/西青一台
西青生活娱乐	duer_0_820	西青生活娱乐/西青电视台生活娱乐频道/西青电视台生活娱乐/西青2/西青二套/西青二/西青二台
宜和东部频道	duer_0_821	宜和东部频道/宜和东部/宜和东部台
南京政务	duer_0_822	南京政务
南京文教	duer_0_823	南京文教
溧水生活科教	duer_0_824	溧水生活科教/溧水电视台生活科教频道/溧水电视台生活科教
居家生活	duer_0_825	居家生活
昆山社会生活	duer_0_826	昆山社会生活
昆山电视剧	duer_0_827	昆山电视剧
昆山电影频道	duer_0_828	昆山电影频道/昆山电影
昆山城市	duer_0_829	昆山城市
余杭电视台	duer_0_830	余杭电视台/余杭电视
余杭点歌	duer_0_831	余杭点歌
余杭图文	duer_0_832	余杭图文
平安余杭	duer_0_833	平安余杭
富阳影视剧	duer_0_834	富阳影视剧/富阳电视台影视剧频道/富阳电视台影视剧
富阳图文	duer_0_835	富阳图文/富阳电视台图文频道/富阳电视台图文
桐庐综合频道	duer_0_836	桐庐综合频道/桐庐综合/桐庐电视台综合频道/桐庐电视台综合/桐庐综合台
桐庐图文频道	duer_0_837	桐庐图文频道/桐庐图文/桐庐电视台图文频道/桐庐电视台图文/桐庐图文台
桐庐影视频道	duer_0_838	桐庐影视频道/桐庐影视/桐庐电视台影视频道/桐庐电视台影视/桐庐影视台
建德综合频道	duer_0_839	建德综合频道/建德综合/建德电视台综合频道/建德电视台综合/建德综合台
建德电影频道	duer_0_840	建德电影频道/建德电影/建德电视台电影频道/建德电视台电影/建德电影台
建德娱乐频道	duer_0_841	建德娱乐频道/建德娱乐/建德娱乐台
建德戏曲频道	duer_0_842	建德戏曲频道/建德戏曲/建德戏曲台
重庆韩剧剧场	duer_0_843	重庆韩剧剧场
欧美大片频道	duer_0_844	欧美大片频道/欧美大片/欧美大片nvod
华语电影频道	duer_0_845	华语电影频道/华语电影/华语电影nvod
奉节综合	duer_0_846	奉节综合/奉节电视台新闻综合频道/奉节电视台新闻综合
奉节影视	duer_0_847	奉节影视
奉节三套	duer_0_848	奉节三套/奉节三/奉节三台
奉节四套	duer_0_849	奉节四套/奉节四/奉节四台
江津新闻综合	duer_0_850	江津新闻综合
江津经济生活	duer_0_851	江津经济生活
江津文化旅游	duer_0_852	江津文化旅游
江津图文广播	duer_0_853	江津图文广播
万州综合	duer_0_854	万州综合
三峡移民	duer_0_855	三峡移民
万州科教	duer_0_856	万州科教
万州影视	duer_0_857	万州影视
宁阳-1	duer_0_858	宁阳1/宁阳一台/宁阳一
宁阳-2	duer_0_859	宁阳2/宁阳二台/宁阳二
宁阳综艺	duer_0_860	宁阳综艺
宁阳图文	duer_0_861	宁阳图文
宁阳远教	duer_0_862	宁阳远教
沁阳经济生活	duer_0_863	沁阳经济生活
沁阳新闻综合	duer_0_864	沁阳新闻综合
沁阳影视	duer_0_865	沁阳影视
焦作影视	duer_0_866	焦作影视
焦作科教旅游	duer_0_867	焦作科教旅游/焦作电视台科教旅游频道/焦作电视台科教旅游/焦作教育频道/焦作教育/焦作教育台
睛彩焦作	duer_0_868	睛彩焦作
邵阳新闻频道	duer_0_869	邵阳新闻频道/邵阳新闻/邵阳电视台新闻综合频道/邵阳电视台新闻综合/邵阳市新闻
邵阳政法民生	duer_0_870	邵阳政法民生/邵阳电视台政法民生频道/邵阳电视台政法民生/邵阳公共频道/邵阳公共
邵阳经济旅游	duer_0_871	邵阳经济旅游/邵阳电视台经济旅游频道/邵阳电视台经济旅游/邵阳影视娱乐频道/邵阳影视娱乐
邵阳资讯频道	duer_0_872	邵阳资讯频道/邵阳资讯/邵阳电视台生活资讯频道/邵阳电视台生活资讯
黄石公共教育	duer_0_873	黄石公共教育/黄石公共教育频道/黄石公共教育台
瑞安图文	duer_0_874	瑞安图文/瑞安电视台图文频道/瑞安电视台图文
南川新闻综合	duer_0_875	南川新闻综合
南川影视娱乐	duer_0_876	南川影视娱乐
南川旅游生活	duer_0_877	南川旅游生活
合川综合频道	duer_0_878	合川综合频道/合川综合/合川综合台
合川影视频道	duer_0_879	合川影视频道/合川影视/合川影视台
合川都市频道	duer_0_880	合川都市频道/合川都市/合川都市台
合川公共资讯频道	duer_0_881	合川公共资讯频道/合川公共资讯/合川公共资讯台
永川综合频道	duer_0_882	永川综合频道/永川综合/永川电视台综合频道/永川电视台综合/永川综合台
永川都市频道	duer_0_883	永川都市频道/永川都市/永川电视台都市频道/永川电视台都市/永川都市台
永川生活频道	duer_0_884	永川生活频道/永川生活/永川电视台生活频道/永川电视台生活/永川生活台
涪陵综合频道	duer_0_885	涪陵综合频道/涪陵综合/涪陵电视台新闻综合频道/涪陵电视台新闻综合/涪陵一套/涪陵一/涪陵一台
涪陵都市频道	duer_0_886	涪陵都市频道/涪陵都市/涪陵电视台都市频道/涪陵电视台都市/涪陵二台/涪陵二
涪陵科教频道	duer_0_887	涪陵科教频道/涪陵科教/涪陵电视台科教频道/涪陵电视台科教/涪陵三套/涪陵三/涪陵三台
涪陵四套	duer_0_888	涪陵四套/涪陵四
NV 新闻	duer_0_889	nv 新闻/nv 新闻 441始点播/nvod新闻财经/441始点播
NV 娱乐	duer_0_890	nv 娱乐/nv 娱乐 444始点播/nvod娱乐集锦/444始点播
NV 专题	duer_0_891	nv 专题/nv 专题 447始点播/nvod专题实录/447始点播
NV 戏曲	duer_0_892	nv 戏曲/nv 戏曲 450始点播/nvod戏曲天地/450始点播
宝丰一套	duer_0_893	宝丰一套/宝丰一/宝丰一台
宝丰二套	duer_0_894	宝丰二套/宝丰二/宝丰二台
宝丰点播	duer_0_895	宝丰点播
宝丰文化	duer_0_896	宝丰文化/宝丰文化台
云视精品	duer_0_897	云视精品
IPTV纪录	duer_0_898	iptv纪录
宁河-1	duer_0_899	宁河1/宁河一台/宁河一
宁河-2	duer_0_900	宁河2/宁河二台/宁河二
宁河-3	duer_0_901	宁河3/宁河三台/宁河三
蔡甸综合频道	duer_0_902	蔡甸综合频道/蔡甸综合
蔡甸影视频道	duer_0_903	蔡甸影视频道/蔡甸影视
蔡甸资讯频道1	duer_0_904	蔡甸资讯频道1
蔡甸资讯频道2	duer_0_905	蔡甸资讯频道2
天气资讯	duer_0_906	天气资讯
沙发影院	duer_0_907	沙发影院/沙发影院首页/沙发院线导视/沙发院线
沙发院线三厅	duer_0_908	沙发院线三厅
费县综合频道	duer_0_909	费县综合频道/费县综合
费县生活频道	duer_0_910	费县生活频道/费县生活
费县影视频道	duer_0_911	费县影视频道/费县影视
费县导视频道	duer_0_912	费县导视频道/费县导视
十堰精彩	duer_0_913	十堰精彩
萍乡影视频道	duer_0_914	萍乡影视频道/萍乡影视/萍乡电视台影视频道/萍乡电视台影视/pxtv4/萍乡影视台
绵阳服务信息	duer_0_915	绵阳服务信息
绵阳新农村	duer_0_916	绵阳新农村
调兵山1台	duer_0_917	调兵山1台/调兵山1
调兵山2台	duer_0_918	调兵山2台/调兵山2
调兵山3台	duer_0_919	调兵山3台/调兵山3
开原1台	duer_0_920	开原1台/开原1
开原2台	duer_0_921	开原2台/开原2
开原3台	duer_0_922	开原3台/开原3
XFTV-1	duer_0_923	xftv1/西丰一台/西丰一
XFTV-2	duer_0_924	xftv2/西丰二台/西丰二
西丰图文	duer_0_925	西丰图文/西丰图文台
章丘新闻综合	duer_0_926	章丘新闻综合
章丘农科	duer_0_927	章丘农科/章丘农科频道
章丘生活综艺	duer_0_928	章丘生活综艺
章丘党建	duer_0_929	章丘党建
胶州新闻综合	duer_0_930	胶州新闻综合
胶州经济生活	duer_0_931	胶州经济生活
胶州影视综艺	duer_0_932	胶州影视综艺
胶州电影频道	duer_0_933	胶州电影频道/胶州电影
招远综合频道	duer_0_934	招远综合频道/招远综合/招远电视台综合频道/招远电视台综合/招远综合台
招远综艺频道	duer_0_935	招远综艺频道/招远综艺/招远电视台综艺频道/招远电视台综艺/招远综艺台
招远图文信息	duer_0_936	招远图文信息/招远电视台图文信息
JRTV	duer_0_937	jrtv
烟台商务频道	duer_0_938	烟台商务频道/烟台商务/频道无台标/烟台商务台
烟台时尚频道	duer_0_939	烟台时尚频道/烟台时尚/烟台时尚台
贵阳新闻荟萃	duer_0_940	贵阳新闻荟萃
麻城综合频道	duer_0_941	麻城综合频道/麻城综合/麻城综合台
麻城影视频道	duer_0_942	麻城影视频道/麻城影视/麻城影视台
麻城科教频道	duer_0_943	麻城科教频道/麻城科教/麻城科教台
麻城资讯频道	duer_0_944	麻城资讯频道/麻城资讯/麻城资讯台
麻城垄上频道	duer_0_945	麻城垄上频道/麻城垄上/麻城垄上台
惠民一台	duer_0_946	惠民一台/惠民一
惠民二台	duer_0_947	惠民二台/惠民二
惠民三台	duer_0_948	惠民三台/惠民三
滨州电视指南	duer_0_949	滨州电视指南
武安综合频道	duer_0_950	武安综合频道/武安综合/武安综合台
武安转播频道	duer_0_951	武安转播频道/武安转播/武安转播台
武安科技频道	duer_0_952	武安科技频道/武安科技/武安科技台
武安政务频道	duer_0_953	武安政务频道/武安政务/武安政务公开频道/武安政务公开/武安政务台
武安电影频道	duer_0_954	武安电影频道/武安电影/武安电影台
兴隆综合频道	duer_0_955	兴隆综合频道/兴隆综合/兴隆电视台综合频道/兴隆电视台综合/兴隆综合台
兴隆影视频道	duer_0_956	兴隆影视频道/兴隆影视/兴隆电视台影视频道/兴隆电视台影视/兴隆影视台
兴隆旅游频道	duer_0_957	兴隆旅游频道/兴隆旅游/兴隆电视台旅游频道/兴隆电视台旅游/兴隆旅游台
乐宅电影频道	duer_0_958	乐宅电影频道/乐宅电影/乐宅电影台
承德广通导视	duer_0_959	承德广通导视
承德广通电影	duer_0_960	承德广通电影
连播剧场频道	duer_0_961	连播剧场频道/连播剧场/连播剧场台
赛场直击频道	duer_0_962	赛场直击频道/赛场直击/赛场直击台
娱乐星空频道	duer_0_963	娱乐星空频道/娱乐星空/娱乐星空台
名家论道频道	duer_0_964	名家论道频道/名家论道/名家论道台
鄞州电视台	duer_0_965	鄞州电视台/鄞州电视
鄞州生活资讯	duer_0_966	鄞州生活资讯/鄞州电视台生活资讯频道/鄞州电视台生活资讯
鄞州潮流资讯	duer_0_967	鄞州潮流资讯/鄞州电视台潮流资讯频道/鄞州电视台潮流资讯
丰县生活频道	duer_0_968	丰县生活频道/丰县生活/丰县电视台生活频道/丰县电视台生活/丰县生活台
丰县新闻频道	duer_0_969	丰县新闻频道/丰县新闻/丰县新闻台
丰县新农村频道	duer_0_970	丰县新农村频道/丰县新农村/丰县新农村台
爱看导视	duer_0_971	爱看导视
沛县经济频道	duer_0_972	沛县经济频道/沛县经济/沛县电视台经济生活频道/沛县电视台经济生活/沛县经济生活频道/沛县经济生活/沛县经济生活台
沛县新闻频道	duer_0_973	沛县新闻频道/沛县新闻/沛县电视台新闻综合频道/沛县电视台新闻综合/沛县新闻综合频道/沛县新闻综合/沛县新闻综合台
沛县文艺频道	duer_0_974	沛县文艺频道/沛县文艺/沛县电视台文艺影视频道/沛县电视台文艺影视/沛县文艺影视频道/沛县文艺影视/沛县文艺影视台
数字电视导视	duer_0_975	数字电视导视/数字电视节目导视
数字电视指南	duer_0_976	数字电视指南/数字电视使用指南
林州综合频道	duer_0_977	林州综合频道/林州综合/林州电视台新闻综合频道/林州电视台新闻综合/林州新闻综合/林州新闻综合台
林州生活频道	duer_0_978	林州生活频道/林州生活/林州电视台生活经济频道/林州电视台生活经济/林州生活经济台/林州生活经济
林州文化旅游	duer_0_979	林州文化旅游/林州电视台文化旅游频道/林州电视台文化旅游/林州文化旅游台
红旗渠党建	duer_0_980	红旗渠党建/林州红旗渠党建频道/林州红旗渠党建/红旗渠党建台
醴陵综合频道	duer_0_981	醴陵综合频道/醴陵综合/醴陵电视台综合频道/醴陵电视台综合/醴陵综合台
醴陵经视	duer_0_982	醴陵经视/醴陵经视台
醴陵影视频道	duer_0_983	醴陵影视频道/醴陵影视/醴陵电视台影视频道/醴陵电视台影视/醴陵影视台
醴陵资讯频道	duer_0_984	醴陵资讯频道/醴陵资讯/醴陵电视台资讯频道/醴陵电视台资讯/醴陵资讯台
醴陵图文频道	duer_0_985	醴陵图文频道/醴陵图文/醴陵电视台图文频道/醴陵电视台图文/醴陵图文台
天天健康频道	duer_0_986	天天健康频道/天天健康/湖南天天健康频道/湖南天天健康
黔东南一频道	duer_0_987	黔东南一频道/黔东南一/黔东南新闻综合频道/黔东南新闻综合/黔东南一台
黔东南二频道	duer_0_988	黔东南二频道/黔东南二/黔东南公共频道/黔东南公共/黔东南二台
黔东南三频道	duer_0_989	黔东南三频道/黔东南三/黔东南三台
黔东南四频道	duer_0_990	黔东南四频道/黔东南四/黔东南四台
黔东南五频道	duer_0_991	黔东南五频道/黔东南五/黔东南五台
汉南综合频道	duer_0_992	汉南综合频道/汉南综合/汉南综合台
汉南资讯频道	duer_0_993	汉南资讯频道/汉南资讯/汉南资讯台
汉南影视频道	duer_0_994	汉南影视频道/汉南影视/汉南影视台
夏津综合频道	duer_0_995	夏津综合频道/夏津综合/夏津综合台
夏津公共频道	duer_0_996	夏津公共频道/夏津公共/夏津公共台
夏津民生频道	duer_0_997	夏津民生频道/夏津民生/夏津民生台
夏津综艺频道	duer_0_998	夏津综艺频道/夏津综艺/夏津综艺台
夏津党建频道	duer_0_999	夏津党建频道/夏津党建/夏津党建台
沙发院线一厅	duer_0_1000	沙发院线一厅/云媒体视界
沙发院线二厅	duer_0_1001	沙发院线二厅/我的南京·tv版/沙发影院二厅
城市大明星频道	duer_0_1002	城市大明星频道/城市大明星
蓉城先锋频道	duer_0_1003	蓉城先锋频道/蓉城先锋
食尚频道	duer_0_1004	食尚频道/食尚
汽车频道	duer_0_1005	汽车频道/汽车
美食旅游频道	duer_0_1006	美食旅游频道/美食旅游
首播剧场频道	duer_0_1007	首播剧场频道/首播剧场
巴中新闻综合	duer_0_1008	巴中新闻综合/巴中电视台新闻综合频道/巴中电视台新闻综合/巴中一套/巴中一/巴中综合频道/巴中综合
巴中经济生活	duer_0_1009	巴中经济生活/巴中经济生活频道/巴中二套/巴中二
巴中影视娱乐	duer_0_1010	巴中影视娱乐/巴中影视娱乐频道/巴中三套/巴中三
巴中时政资讯	duer_0_1011	巴中时政资讯/巴中时政资讯频道/巴中时政台/巴中时政
诸城新闻频道	duer_0_1012	诸城新闻频道/诸城新闻/诸城电视台新闻频道/诸城电视台新闻/诸城新闻台
诸城生活频道	duer_0_1013	诸城生活频道/诸城生活/诸城电视台生活频道/诸城电视台生活/诸城生活台
诸城影视频道	duer_0_1014	诸城影视频道/诸城影视/诸城电视台影视频道/诸城电视台影视/诸城影视台
诸城娱乐频道	duer_0_1015	诸城娱乐频道/诸城娱乐/诸城电视台娱乐频道/诸城电视台娱乐/诸城娱乐台
诸城党建频道	duer_0_1016	诸城党建频道/诸城党建/诸城电视台党建频道/诸城电视台党建/诸城党建台
泸州科教频道	duer_0_1017	泸州科教频道/泸州科教/泸州电视台科教频道/泸州电视台科教/泸州科教台
吕梁影视生活	duer_0_1018	吕梁影视生活/吕梁电视台影视生活频道/吕梁电视台影视生活/吕梁2/吕梁二台/吕梁二
淮南科教频道	duer_0_1019	淮南科教频道/淮南科教/淮南电视台科教频道/淮南电视台科教/淮南四套/淮南四/淮南四台
海阳新闻综合	duer_0_1020	海阳新闻综合/海阳新闻综合频道/海阳新闻台/海阳新闻
海阳综艺频道	duer_0_1021	海阳综艺频道/海阳综艺/海阳综艺台
海阳影视频道	duer_0_1022	海阳影视频道/海阳影视/海阳影视台
海阳图文资讯	duer_0_1023	海阳图文资讯/海阳图文资讯频道/海阳图文台/海阳图文/海阳图文频道
海阳党建频道	duer_0_1024	海阳党建频道/海阳党建/海阳党建台
商河综合频道	duer_0_1025	商河综合频道/商河综合/商河电视台新闻综合频道/商河电视台新闻综合
商河正能量频道	duer_0_1026	商河正能量频道/商河正能量/商河电视台正能量频道/商河电视台正能量
商河影视频道	duer_0_1027	商河影视频道/商河影视/商河电视台影视频道/商河电视台影视
莒南综合频道	duer_0_1028	莒南综合频道/莒南综合/莒南综合台
莒南影视频道	duer_0_1029	莒南影视频道/莒南影视/莒南影视台
莒南导视频道	duer_0_1030	莒南导视频道/莒南导视/莒南导视台
莒南资讯频道	duer_0_1031	莒南资讯频道/莒南资讯/莒南资讯台
忻州综合频道	duer_0_1032	忻州综合频道/忻州综合/忻州综合台
忻州公共频道	duer_0_1033	忻州公共频道/忻州公共/忻州公共台
忻州影视频道	duer_0_1034	忻州影视频道/忻州影视/忻州影视台
睛彩忻州	duer_0_1035	睛彩忻州
怀化影视娱乐频道	duer_0_1036	怀化影视娱乐频道/怀化影视娱乐/怀化影视娱乐台
怀化文化旅游频道	duer_0_1037	怀化文化旅游频道/怀化文化旅游/怀化文化旅游台
江门生活频道	duer_0_1038	江门生活频道/江门生活
青岛导视频道	duer_0_1039	青岛导视频道/青岛导视
QTV-移动	duer_0_1040	qtv移动
多彩互动	duer_0_1041	多彩互动
藁城新闻综合	duer_0_1042	藁城新闻综合/藁城新闻台/藁城新闻
藁城生活资讯	duer_0_1043	藁城生活资讯/藁城生活台/藁城生活
茌平一台	duer_0_1044	茌平一台/茌平一
茌平二台	duer_0_1045	茌平二台/茌平二
茌平三台	duer_0_1046	茌平三台/茌平三
茌平四台	duer_0_1047	茌平四台/茌平四
寿光新闻频道	duer_0_1048	寿光新闻频道/寿光新闻/寿光新闻台
寿光蔬菜频道	duer_0_1049	寿光蔬菜频道/寿光蔬菜/寿光蔬菜台
寿光生活频道	duer_0_1050	寿光生活频道/寿光生活/寿光生活台
寿光国学频道	duer_0_1051	寿光国学频道/寿光国学/寿光国学台
寿光党建频道	duer_0_1052	寿光党建频道/寿光党建/寿光党建台
姚江文化频道	duer_0_1053	姚江文化频道/姚江文化/余姚电视台姚江文化频道/余姚电视台姚江文化
余姚新闻综合	duer_0_1054	余姚新闻综合/余姚电视台新闻综合频道/余姚电视台新闻综合
幸福生活频道	duer_0_1055	幸福生活频道/幸福生活/余姚电视台幸福生活频道/余姚电视台幸福生活
黔南新闻频道	duer_0_1056	黔南新闻频道/黔南新闻/黔南新闻台
黔南都市频道	duer_0_1057	黔南都市频道/黔南都市/黔南都市台
黔南公共频道	duer_0_1058	黔南公共频道/黔南公共/黔南公共台
黔南娱乐频道	duer_0_1059	黔南娱乐频道/黔南娱乐/黔南娱乐台
黔南图文台	duer_0_1060	黔南图文台/黔南图文
桦南一套	duer_0_1061	桦南一套/桦南一/桦南一台
桦南二套	duer_0_1062	桦南二套/桦南二/桦南二台
桦南三套	duer_0_1063	桦南三套/桦南三/桦南三台
乐清新闻综合	duer_0_1064	乐清新闻综合/乐清新闻台/乐清新闻
乐清经济生活	duer_0_1065	乐清经济生活/乐清经济台/乐清经济
乐清影视频道	duer_0_1066	乐清影视频道/乐清影视/乐清影视台
乐清图文电视	duer_0_1067	乐清图文电视/乐清图文台/乐清图文
蕲春综合频道	duer_0_1068	蕲春综合频道/蕲春综合/蕲春电视台综合频道/蕲春电视台综合/蕲春台/蕲春
蕲春旅游养生	duer_0_1069	蕲春旅游养生/蕲春电视台旅游养生频道/蕲春电视台旅游养生
蕲春文娱频道	duer_0_1070	蕲春文娱频道/蕲春文娱/蕲春电视台文娱频道/蕲春电视台文娱
蕲春资讯频道	duer_0_1071	蕲春资讯频道/蕲春资讯/蕲春电视台资讯频道/蕲春电视台资讯
蕲春影视频道	duer_0_1072	蕲春影视频道/蕲春影视/蕲春电视台影视频道/蕲春电视台影视
蕲春经济频道	duer_0_1073	蕲春经济频道/蕲春经济/蕲春经济台
正定新闻频道	duer_0_1074	正定新闻频道/正定新闻/正定县新闻频道/正定县新闻/正定新闻台
正定民生频道	duer_0_1075	正定民生频道/正定民生/正定县民生频道/正定县民生/正定民生台
正定快乐3频道	duer_0_1076	正定快乐3频道/正定快乐3/正定快乐3台
正定图文信息	duer_0_1077	正定图文信息/正定图文台/正定图文/正定信息台/正定信息/正定图文信息台
正定电视剧频道	duer_0_1078	正定电视剧频道/正定电视剧/正定电视剧台
长葛新闻综合	duer_0_1079	长葛新闻综合/长葛新闻台/长葛新闻
长葛经济生活	duer_0_1080	长葛经济生活/长葛经济生活台/长葛经济台/长葛经济
长葛葛天文化	duer_0_1081	长葛葛天文化/长葛葛天文化台
长葛图文频道	duer_0_1082	长葛图文频道/长葛图文/长葛图文台
黑龙江骄阳剧场	duer_0_1083	黑龙江骄阳剧场/湖北骄阳剧场台/湖北骄阳剧场/骄阳大剧台/骄阳大剧
川网宜宾导视	duer_0_1084	川网宜宾导视/川网宜宾导视频道
象山台	duer_0_1085	象山台/象山
象山影视娱乐	duer_0_1086	象山影视娱乐
象山图文信息	duer_0_1087	象山图文信息
阜新综合频道	duer_0_1088	阜新综合频道/阜新综合/阜新综合台
阜新公共频道	duer_0_1089	阜新公共频道/阜新公共/阜新公共台
阜新教育频道	duer_0_1090	阜新教育频道/阜新教育/阜新教育台
阜新图文频道	duer_0_1091	阜新图文频道/阜新图文/阜新有线图文频道/阜新有线图文/阜新图文台
宁乡综合频道	duer_0_1092	宁乡综合频道/宁乡综合
宁乡戏曲频道	duer_0_1093	宁乡戏曲频道/宁乡戏曲
宁乡生活频道	duer_0_1094	宁乡生活频道/宁乡生活
宁乡电视剧频道	duer_0_1095	宁乡电视剧频道/宁乡电视剧
宁乡房产频道	duer_0_1096	宁乡房产频道/宁乡房产
宁乡图文房产	duer_0_1097	宁乡图文房产
宁乡图文信息	duer_0_1098	宁乡图文信息
桦甸新闻综合频道	duer_0_1099	桦甸新闻综合频道/桦甸新闻综合/桦甸新闻综合台
桦甸影视频道	duer_0_1100	桦甸影视频道/桦甸影视/桦甸影视台
桦甸生活频道	duer_0_1101	桦甸生活频道/桦甸生活/桦甸生活台
桦甸娱乐频道	duer_0_1102	桦甸娱乐频道/桦甸娱乐/桦甸娱乐台
迁安一台	duer_0_1103	迁安一台/迁安一
迁安二台	duer_0_1104	迁安二台/迁安二
迁安快乐3频道	duer_0_1105	迁安快乐3频道/迁安快乐3/迁安快乐3台
迁安影视频道	duer_0_1106	迁安影视频道/迁安影视/迁安影视台
奉化综合频道	duer_0_1107	奉化综合频道/奉化综合/奉化电视台新闻综合频道/奉化电视台新闻综合/奉化一套/奉化一/奉化一台/奉化综合台
奉化生活频道	duer_0_1108	奉化生活频道/奉化生活/奉化电视台生活娱乐频道/奉化电视台生活娱乐/奉化二套/奉化二/奉化二台/奉化生活台
奉化图文信息	duer_0_1109	奉化图文信息/奉化电视台图文信息频道/奉化电视台图文信息/奉化图文台/奉化图文
网络服务	duer_0_1110	网络服务
睛彩台州	duer_0_1111	睛彩台州/睛彩台州频道
望城新闻频道	duer_0_1112	望城新闻频道/望城新闻/望城电视台新闻频道/望城电视台新闻
望城文艺频道	duer_0_1113	望城文艺频道/望城文艺/望城电视台文艺频道/望城电视台文艺
望城生活频道	duer_0_1114	望城生活频道/望城生活/望城电视台生活频道/望城电视台生活
望城信息频道	duer_0_1115	望城信息频道/望城信息/望城电视台信息频道/望城电视台信息
测试频道20	duer_0_1116	测试频道20
众创TV频道	duer_0_1117	众创tv频道/众创tv/众创tv台
嘉峪关综合频道	duer_0_1118	嘉峪关综合频道/嘉峪关综合/嘉峪关综合台
嘉峪关公共频道	duer_0_1119	嘉峪关公共频道/嘉峪关公共/嘉峪关公共台
嘉峪关图文频道	duer_0_1120	嘉峪关图文频道/嘉峪关图文/嘉峪关图文台
海安新闻综合	duer_0_1121	海安新闻综合/海安电视台新闻综合频道/海安电视台新闻综合/海安新闻台/海安新闻/海安综合台/海安综合
海安影视频道	duer_0_1122	海安影视频道/海安影视/海安电视台影视频道/海安电视台影视/海安影视台
海安生活频道	duer_0_1123	海安生活频道/海安生活/海安电视台生活频道/海安电视台生活/海安生活台
海安娱乐频道	duer_0_1124	海安娱乐频道/海安娱乐/海安电视台娱乐频道/海安电视台娱乐/海安娱乐台
烟台导视频道	duer_0_1125	烟台导视频道/烟台导视/烟台导视台
宜兴生活频道	duer_0_1126	宜兴生活频道/宜兴生活/宜兴电视台生活频道/宜兴电视台生活/宜兴生活台
宜兴影视频道	duer_0_1127	宜兴影视频道/宜兴影视/宜兴电视台影视频道/宜兴电视台影视/宜兴影视台
宜兴紫砂频道	duer_0_1128	宜兴紫砂频道/宜兴紫砂/宜兴电视台紫砂频道/宜兴电视台紫砂/宜兴紫砂台
安康一套	duer_0_1129	安康一套/安康一/安康一台
安康二套	duer_0_1130	安康二套/安康二/安康二台
睛彩安康	duer_0_1131	睛彩安康
安康四套	duer_0_1132	安康四套/安康四/安康四台
安康教育	duer_0_1133	安康教育/安康教育台
本溪法治频道	duer_0_1134	本溪法治频道/本溪法治/本溪电视台法制频道/本溪电视台法制/本溪法治台
辽源教育频道	duer_0_1135	辽源教育频道/辽源教育/辽源电视台教育频道/辽源电视台教育/辽源教育台
临沂导视频道	duer_0_1136	临沂导视频道/临沂导视/临沂电视台导视频道/临沂电视台导视
苍南一套	duer_0_1137	苍南一套/苍南一/苍南一台
苍南二套	duer_0_1138	苍南二套/苍南二/苍南二台
苍南图文	duer_0_1139	苍南图文/苍南图文台
苍南音乐	duer_0_1140	苍南音乐/苍南音乐台
睛彩湖北	duer_0_1141	睛彩湖北
